Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(3342728k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=4294967296 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2021-01-19T14:22:04.969-0800: 0.620: [GC (Allocation Failure) 2021-01-19T14:22:04.969-0800: 0.620: [DefNew: 1118528K->139776K(1258304K), 0.1230570 secs] 1118528K->249844K(4054528K), 0.1231578 secs] [Times: user=0.07 sys=0.05, real=0.13 secs] 
2021-01-19T14:22:05.268-0800: 0.919: [GC (Allocation Failure) 2021-01-19T14:22:05.268-0800: 0.919: [DefNew: 1258304K->139775K(1258304K), 0.1491856 secs] 1368372K->416847K(4054528K), 0.1492741 secs] [Times: user=0.09 sys=0.06, real=0.15 secs] 
2021-01-19T14:22:05.555-0800: 1.206: [GC (Allocation Failure) 2021-01-19T14:22:05.555-0800: 1.206: [DefNew: 1258303K->139775K(1258304K), 0.1027808 secs] 1535375K->572796K(4054528K), 0.1028671 secs] [Times: user=0.07 sys=0.04, real=0.10 secs] 
2021-01-19T14:22:05.800-0800: 1.451: [GC (Allocation Failure) 2021-01-19T14:22:05.800-0800: 1.451: [DefNew: 1258303K->139775K(1258304K), 0.1065756 secs] 1691324K->732805K(4054528K), 0.1066576 secs] [Times: user=0.07 sys=0.04, real=0.10 secs] 
2021-01-19T14:22:06.044-0800: 1.695: [GC (Allocation Failure) 2021-01-19T14:22:06.044-0800: 1.695: [DefNew: 1258303K->139775K(1258304K), 0.0977146 secs] 1851333K->880900K(4054528K), 0.0978181 secs] [Times: user=0.07 sys=0.03, real=0.10 secs] 
2021-01-19T14:22:06.282-0800: 1.933: [GC (Allocation Failure) 2021-01-19T14:22:06.282-0800: 1.933: [DefNew: 1258303K->139775K(1258304K), 0.1008510 secs] 1999428K->1040043K(4054528K), 0.1009456 secs] [Times: user=0.06 sys=0.03, real=0.10 secs] 
2021-01-19T14:22:06.516-0800: 2.167: [GC (Allocation Failure) 2021-01-19T14:22:06.516-0800: 2.167: [DefNew: 1258303K->139775K(1258304K), 0.1000673 secs] 2158571K->1192162K(4054528K), 0.1001400 secs] [Times: user=0.07 sys=0.04, real=0.10 secs] 
2021-01-19T14:22:06.759-0800: 2.410: [GC (Allocation Failure) 2021-01-19T14:22:06.759-0800: 2.410: [DefNew: 1258303K->139775K(1258304K), 0.1007690 secs] 2310690K->1348949K(4054528K), 0.1008561 secs] [Times: user=0.07 sys=0.03, real=0.11 secs] 
2021-01-19T14:22:06.996-0800: 2.646: [GC (Allocation Failure) 2021-01-19T14:22:06.996-0800: 2.646: [DefNew: 1258303K->139775K(1258304K), 0.1011121 secs] 2467477K->1503826K(4054528K), 0.1011934 secs] [Times: user=0.06 sys=0.03, real=0.10 secs] 
2021-01-19T14:22:07.232-0800: 2.882: [GC (Allocation Failure) 2021-01-19T14:22:07.232-0800: 2.882: [DefNew: 1258303K->139775K(1258304K), 0.1066945 secs] 2622354K->1665909K(4054528K), 0.1067912 secs] [Times: user=0.07 sys=0.04, real=0.10 secs] 
2021-01-19T14:22:07.482-0800: 3.132: [GC (Allocation Failure) 2021-01-19T14:22:07.482-0800: 3.133: [DefNew: 1258303K->139775K(1258304K), 0.1037018 secs] 2784437K->1820217K(4054528K), 0.1037925 secs] [Times: user=0.06 sys=0.04, real=0.10 secs] 
2021-01-19T14:22:07.714-0800: 3.364: [GC (Allocation Failure) 2021-01-19T14:22:07.714-0800: 3.364: [DefNew: 1258303K->139775K(1258304K), 0.1005360 secs] 2938745K->1971713K(4054528K), 0.1006098 secs] [Times: user=0.07 sys=0.04, real=0.10 secs] 
2021-01-19T14:22:07.962-0800: 3.612: [GC (Allocation Failure) 2021-01-19T14:22:07.962-0800: 3.612: [DefNew: 1258303K->139775K(1258304K), 0.1009266 secs] 3090241K->2125003K(4054528K), 0.1010133 secs] [Times: user=0.07 sys=0.03, real=0.10 secs] 
2021-01-19T14:22:08.199-0800: 3.849: [GC (Allocation Failure) 2021-01-19T14:22:08.199-0800: 3.849: [DefNew: 1258303K->139776K(1258304K), 0.0956074 secs] 3243531K->2270608K(4054528K), 0.0956851 secs] [Times: user=0.07 sys=0.03, real=0.10 secs] 
2021-01-19T14:22:08.435-0800: 4.084: [GC (Allocation Failure) 2021-01-19T14:22:08.435-0800: 4.084: [DefNew: 1258304K->139775K(1258304K), 0.1097387 secs] 3389136K->2424405K(4054528K), 0.1098174 secs] [Times: user=0.07 sys=0.04, real=0.11 secs] 
2021-01-19T14:22:08.677-0800: 4.326: [GC (Allocation Failure) 2021-01-19T14:22:08.677-0800: 4.326: [DefNew: 1258303K->139775K(1258304K), 0.1085986 secs] 3542933K->2580232K(4054528K), 0.1086807 secs] [Times: user=0.07 sys=0.04, real=0.11 secs] 
2021-01-19T14:22:08.930-0800: 4.579: [GC (Allocation Failure) 2021-01-19T14:22:08.930-0800: 4.579: [DefNew: 1258303K->139775K(1258304K), 0.1163854 secs] 3698760K->2742110K(4054528K), 0.1164581 secs] [Times: user=0.07 sys=0.05, real=0.11 secs] 
2021-01-19T14:22:09.204-0800: 4.853: [GC (Allocation Failure) 2021-01-19T14:22:09.204-0800: 4.853: [DefNew: 1258303K->139775K(1258304K), 0.1431652 secs] 3860638K->2905574K(4054528K), 0.1432488 secs] [Times: user=0.08 sys=0.05, real=0.14 secs] 
2021-01-19T14:22:09.508-0800: 5.157: [GC (Allocation Failure) 2021-01-19T14:22:09.508-0800: 5.157: [DefNew: 1258303K->1258303K(1258304K), 0.0000367 secs]2021-01-19T14:22:09.508-0800: 5.157: [Tenured: 2765798K->497080K(2796224K), 0.0902022 secs] 4024102K->497080K(4054528K), [Metaspace: 2589K->2589K(1056768K)], 0.0903605 secs] [Times: user=0.08 sys=0.01, real=0.09 secs] 
2021-01-19T14:22:09.797-0800: 5.446: [GC (Allocation Failure) 2021-01-19T14:22:09.797-0800: 5.446: [DefNew: 1118528K->139775K(1258304K), 0.0416504 secs] 1615608K->737384K(4054528K), 0.0417424 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-19T14:22:10.039-0800: 5.688: [GC (Allocation Failure) 2021-01-19T14:22:10.039-0800: 5.688: [DefNew: 1258303K->139776K(1258304K), 0.0516469 secs] 1855912K->870978K(4054528K), 0.0517656 secs] [Times: user=0.05 sys=0.01, real=0.06 secs] 
2021-01-19T14:22:10.271-0800: 5.920: [GC (Allocation Failure) 2021-01-19T14:22:10.271-0800: 5.920: [DefNew: 1258304K->139775K(1258304K), 0.0516256 secs] 1989506K->1022416K(4054528K), 0.0517550 secs] [Times: user=0.04 sys=0.00, real=0.05 secs] 
2021-01-19T14:22:10.497-0800: 6.145: [GC (Allocation Failure) 2021-01-19T14:22:10.497-0800: 6.145: [DefNew: 1258303K->139775K(1258304K), 0.0529160 secs] 2140944K->1183222K(4054528K), 0.0530105 secs] [Times: user=0.05 sys=0.00, real=0.06 secs] 
2021-01-19T14:22:10.720-0800: 6.369: [GC (Allocation Failure) 2021-01-19T14:22:10.720-0800: 6.369: [DefNew: 1258303K->139775K(1258304K), 0.0467697 secs] 2301750K->1344329K(4054528K), 0.0468524 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-19T14:22:10.904-0800: 6.553: [GC (Allocation Failure) 2021-01-19T14:22:10.904-0800: 6.553: [DefNew: 1258303K->139775K(1258304K), 0.0463398 secs] 2462857K->1501360K(4054528K), 0.0464417 secs] [Times: user=0.04 sys=0.00, real=0.05 secs] 
2021-01-19T14:22:11.101-0800: 6.749: [GC (Allocation Failure) 2021-01-19T14:22:11.101-0800: 6.749: [DefNew: 1258303K->139775K(1258304K), 0.0422469 secs] 2619888K->1666443K(4054528K), 0.0423261 secs] [Times: user=0.05 sys=0.00, real=0.04 secs] 
2021-01-19T14:22:11.301-0800: 6.950: [GC (Allocation Failure) 2021-01-19T14:22:11.301-0800: 6.950: [DefNew: 1258303K->139775K(1258304K), 0.0581808 secs] 2784971K->1814630K(4054528K), 0.0582654 secs] [Times: user=0.06 sys=0.00, real=0.06 secs] 
2021-01-19T14:22:11.532-0800: 7.181: [GC (Allocation Failure) 2021-01-19T14:22:11.532-0800: 7.181: [DefNew: 1258303K->139775K(1258304K), 0.0574945 secs] 2933158K->1975456K(4054528K), 0.0593921 secs] [Times: user=0.05 sys=0.00, real=0.06 secs] 
2021-01-19T14:22:11.762-0800: 7.411: [GC (Allocation Failure) 2021-01-19T14:22:11.762-0800: 7.411: [DefNew: 1258303K->139776K(1258304K), 0.0504474 secs] 3093984K->2139925K(4054528K), 0.0505520 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
2021-01-19T14:22:12.001-0800: 7.649: [GC (Allocation Failure) 2021-01-19T14:22:12.001-0800: 7.649: [DefNew: 1258304K->139775K(1258304K), 0.0653116 secs] 3258453K->2296695K(4054528K), 0.0654257 secs] [Times: user=0.05 sys=0.01, real=0.06 secs] 
2021-01-19T14:22:12.267-0800: 7.915: [GC (Allocation Failure) 2021-01-19T14:22:12.267-0800: 7.915: [DefNew: 1258303K->139775K(1258304K), 0.0497323 secs] 3415223K->2449026K(4054528K), 0.0498170 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
2021-01-19T14:22:12.492-0800: 8.140: [GC (Allocation Failure) 2021-01-19T14:22:12.492-0800: 8.140: [DefNew: 1258303K->139775K(1258304K), 0.0511690 secs] 3567554K->2602228K(4054528K), 0.0513046 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
2021-01-19T14:22:12.714-0800: 8.362: [GC (Allocation Failure) 2021-01-19T14:22:12.714-0800: 8.362: [DefNew: 1258303K->139775K(1258304K), 0.0495779 secs] 3720756K->2764299K(4054528K), 0.0496541 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
2021-01-19T14:22:12.930-0800: 8.578: [GC (Allocation Failure) 2021-01-19T14:22:12.930-0800: 8.578: [DefNew: 1258303K->1258303K(1258304K), 0.0000176 secs]2021-01-19T14:22:12.930-0800: 8.578: [Tenured: 2624523K->478109K(2796224K), 0.0740449 secs] 3882827K->478109K(4054528K), [Metaspace: 2589K->2589K(1056768K)], 0.0741798 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
